Country,Year,Total Energy Consumption (TWh),Per Capita Energy Use (kWh),Renewable Energy Share (%),Fossil Fuel Dependency (%),Industrial Energy Use (%),Household Energy Use (%),Carbon Emissions (Million Tons),Energy Price Index (USD/kWh)
USA,2017,4749.52,38916.75,85.12,39.04,41.41,21.96,3082.2,0.11
China,2007,7545.59,2048.46,66.78,68.3,46.97,23.0,3565.13,0.15
UK,2008,3666.71,38180.1,34.57,38.1,26.37,32.0,4093.14,0.24
UK,2012,2430.92,46927.98,46.62,63.24,20.26,28.18,1122.24,0.27
Germany,2007,9320.66,19768.38,57.28,46.77,58.7,34.5,1057.02,0.09
USA,2021,8233.4,12427.76,75.43,75.51,52.44,21.9,1117.85,0.39
Russia,2009,6418.93,11700.82,60.93,32.92,36.0,32.31,4660.59,0.11
Japan,2016,1454.16,24840.02,36.06,35.39,38.29,33.78,747.83,0.34
Germany,2006,1534.6,8958.91,40.52,77.9,57.16,11.89,3834.99,0.25
UK,2016,1121.87,33809.72,9.29,61.63,28.31,21.27,4934.41,0.41
India,2022,6201.34,18733.44,83.56,64.08,52.11,36.58,4734.11,0.18
China,2017,1244.07,16493.92,12.49,30.72,20.72,31.15,2078.96,0.43
Brazil,2023,8442.01,23333.64,54.29,47.24,55.03,22.55,4204.79,0.16
India,2001,9930.35,27358.08,79.09,31.95,43.57,15.49,3367.2,0.31
UK,2002,3726.85,7525.55,40.77,28.19,39.1,12.9,4348.89,0.27
Canada,2018,4591.33,35534.29,73.01,47.47,48.26,16.88,847.76,0.21
Australia,2000,7145.51,44205.88,73.32,79.14,22.71,17.34,3836.44,0.06
USA,2020,9377.81,14260.35,10.09,25.02,27.82,21.12,2953.46,0.23
Russia,2020,8951.53,9429.35,40.03,26.98,36.28,15.31,2723.54,0.1
China,2009,670.16,38145.02,63.74,27.02,44.71,14.38,3658.06,0.15
Brazil,2020,1773.81,9585.32,40.9,65.42,25.78,35.32,1401.65,0.36
Japan,2013,7570.51,2542.13,51.34,45.73,35.18,17.49,419.23,0.31
Russia,2012,6920.04,31152.54,55.53,36.93,30.44,26.85,2535.5,0.29
China,2008,1418.86,12367.7,17.85,69.07,45.82,15.98,1545.56,0.3
Japan,2005,5070.44,9004.62,40.02,30.82,56.77,24.75,1319.21,0.1
Brazil,2005,7830.06,49089.34,7.42,37.46,26.64,18.3,4992.69,0.12
UK,2018,2265.93,14947.32,17.72,15.15,27.57,12.6,1029.41,0.29
Australia,2020,8725.75,45220.44,48.54,18.32,44.02,39.47,1216.1,0.23
India,2009,624.42,9321.83,53.75,19.57,38.14,23.73,1702.72,0.26
India,2022,7843.73,41039.37,17.43,34.29,48.72,21.79,2510.16,0.45
UK,2002,6196.61,25349.93,69.23,46.69,31.52,15.97,4352.1,0.13
Russia,2017,3220.47,4390.44,36.7,10.05,41.79,24.86,923.15,0.46
UK,2020,7237.23,36813.46,83.26,23.3,35.47,29.06,3099.03,0.44
UK,2018,7845.42,44657.63,37.95,22.3,31.25,19.14,1874.19,0.46
China,2004,9345.6,8569.34,17.73,27.73,49.17,24.41,3994.73,0.34
China,2024,3740.97,36416.72,69.43,21.63,51.84,17.11,3029.3,0.44
Brazil,2010,6891.57,22530.1,53.26,23.66,33.16,25.83,3985.71,0.5
Australia,2009,6065.9,37816.59,37.87,78.87,44.92,33.62,4282.7,0.26
China,2016,5299.54,35839.43,35.26,51.63,27.14,11.81,4565.04,0.44
Brazil,2003,8915.12,1816.71,17.82,63.39,51.64,25.54,4978.6,0.46
Canada,2020,131.36,9346.69,33.97,67.35,31.25,21.98,3113.38,0.19
UK,2017,2892.9,23815.85,7.49,56.74,26.84,12.22,3205.8,0.25
UK,2017,5428.94,46712.91,47.7,59.29,57.6,38.22,745.86,0.31
Russia,2000,1865.1,17432.64,81.22,54.26,36.9,17.8,570.22,0.21
Canada,2013,9087.88,31629.24,72.6,55.46,45.74,26.94,2463.75,0.19
Russia,2007,6511.19,1098.15,7.42,74.99,52.37,21.18,3483.76,0.22
Japan,2001,4831.04,35700.78,79.91,23.0,47.45,18.13,1278.58,0.24
Brazil,2018,8165.55,30351.88,43.45,29.23,42.59,25.82,1669.45,0.16
Brazil,2014,4563.77,35912.04,21.23,16.53,34.86,30.67,3515.63,0.26
UK,2001,5630.66,45280.7,68.96,68.61,56.74,33.57,1097.72,0.4
Germany,2003,127.23,7751.7,32.44,41.41,25.34,29.02,2630.79,0.33
Japan,2000,3720.44,13448.69,26.53,73.5,55.36,25.79,2716.18,0.22
Brazil,2018,1474.03,49791.15,18.71,38.82,48.39,33.32,4588.91,0.12
China,2020,6927.92,8236.06,46.36,40.98,42.86,25.52,2041.25,0.42
UK,2009,4842.37,36171.04,12.94,41.38,32.99,39.23,1092.21,0.28
Russia,2000,3087.4,36391.26,71.78,52.87,25.84,25.8,910.78,0.49
Canada,2019,4731.54,34308.19,45.01,63.63,37.73,19.52,1501.11,0.16
Russia,2021,2175.34,11758.31,42.99,34.59,51.35,23.39,1430.66,0.13
India,2014,9258.36,11149.14,5.16,54.11,49.81,24.7,3763.48,0.05
Germany,2003,634.33,33483.88,74.52,24.28,45.82,18.5,2988.93,0.09
Brazil,2006,8667.63,9719.38,46.89,48.78,59.7,14.76,3428.02,0.22
Australia,2006,5162.45,33247.38,42.39,48.26,58.91,22.94,3169.96,0.14
USA,2021,6227.57,24880.15,69.72,72.21,36.0,36.91,2432.16,0.07
Germany,2024,3095.8,19638.13,10.35,72.71,27.7,17.67,4644.97,0.15
UK,2017,9670.31,15361.5,36.17,44.1,38.55,20.85,4096.23,0.38
Brazil,2012,2890.32,47405.06,53.94,11.72,53.78,32.73,1093.57,0.38
Canada,2009,5929.89,25650.64,44.15,69.12,38.34,12.47,2147.13,0.12
Brazil,2023,9934.83,28281.97,20.44,10.04,33.44,34.75,1475.11,0.47
USA,2007,8822.83,47488.18,30.44,43.48,49.65,31.61,3741.15,0.12
Canada,2009,5409.67,32866.93,30.52,11.39,46.01,26.49,1755.06,0.09
Russia,2013,9904.71,47913.72,89.32,34.68,58.75,16.28,3219.06,0.12
Canada,2013,7043.56,5765.15,32.73,54.57,41.97,12.78,1496.46,0.11
Germany,2019,2166.13,42408.66,22.44,35.98,58.7,16.95,899.65,0.33
Russia,2021,4115.4,17103.02,74.92,74.88,31.64,32.84,95.49,0.12
Brazil,2010,3411.48,40619.13,40.8,54.85,54.59,38.0,4973.38,0.34
UK,2005,3505.74,42854.01,42.73,55.25,34.04,32.14,1136.58,0.17
Japan,2020,7628.52,13938.65,51.66,36.21,52.39,25.83,4169.61,0.16
UK,2000,5884.2,20737.12,55.63,12.7,57.04,38.52,4119.31,0.45
Brazil,2018,477.12,36437.71,55.2,61.67,44.93,34.86,1218.01,0.15
USA,2006,8786.74,5403.25,7.93,60.14,49.14,29.68,2107.39,0.44
Japan,2023,3038.28,37898.91,74.6,47.11,58.35,11.14,4188.75,0.19
Brazil,2017,9971.04,5968.41,21.56,39.14,35.01,18.63,3464.55,0.5
Australia,2002,9546.49,45765.56,29.85,47.68,40.46,19.25,1880.9,0.49
Germany,2019,9411.25,14178.8,19.74,62.28,55.93,20.42,4748.24,0.42
Australia,2010,8130.16,28992.17,70.2,59.89,46.91,21.68,1744.59,0.44
Russia,2004,2284.07,6299.1,54.61,56.07,54.94,38.18,1099.73,0.42
India,2018,5373.06,13839.91,69.2,73.26,44.73,32.26,776.27,0.33
Brazil,2020,2320.6,20495.77,60.54,52.69,49.59,30.76,3521.53,0.41
China,2023,2670.79,24608.92,13.85,11.02,20.52,22.8,193.57,0.33
China,2023,6148.42,503.34,30.63,53.26,33.59,20.13,4236.91,0.43
Canada,2001,504.25,44488.46,48.12,52.88,50.82,13.59,1555.89,0.47
UK,2021,9697.64,879.9,30.92,14.87,36.16,23.6,1880.54,0.39
UK,2003,9194.86,38797.39,22.62,39.94,34.51,16.16,4019.07,0.48
UK,2024,3869.6,23793.66,78.93,55.58,58.06,21.73,4080.18,0.25
Australia,2009,5202.68,26432.06,68.56,59.32,42.1,14.69,2030.04,0.47
Germany,2001,4714.58,10809.14,34.34,72.51,27.7,20.32,2791.43,0.15
Brazil,2007,8833.78,30564.73,70.03,68.9,38.89,11.29,3412.09,0.06
USA,2000,6917.16,27092.98,58.34,18.16,40.75,10.18,3458.6,0.11
Canada,2005,2853.3,8629.7,5.32,52.61,59.55,36.1,2693.57,0.12
Russia,2010,4523.73,12286.89,37.32,51.75,48.73,29.24,4228.32,0.42
Japan,2009,4346.76,3811.73,29.69,31.26,40.78,27.63,4215.13,0.23
Russia,2012,9597.42,3781.04,23.52,22.89,37.28,25.41,4251.57,0.15
Brazil,2000,1835.58,1181.9,26.39,23.97,56.62,31.8,1377.68,0.42
India,2001,986.81,11413.48,85.1,22.43,45.84,32.08,1321.68,0.14
UK,2002,8818.13,34143.23,46.34,66.44,34.24,38.06,742.12,0.09
Japan,2008,8977.19,16152.66,77.06,20.39,38.59,17.33,4140.68,0.26
Australia,2004,8730.22,17465.35,23.21,28.51,31.12,33.56,350.27,0.08
Brazil,2009,5158.67,7029.32,19.82,25.25,58.42,39.73,719.76,0.18
India,2009,6631.47,28985.8,80.55,59.9,48.08,10.87,4634.74,0.37
Australia,2011,5677.29,17436.11,47.13,21.09,35.69,21.22,669.31,0.22
India,2017,787.53,33977.68,81.09,11.68,27.33,23.08,650.35,0.09
UK,2020,5998.77,37202.24,10.36,36.2,27.08,34.65,4550.09,0.23
Australia,2020,234.78,29442.3,82.9,31.36,39.11,10.41,1585.01,0.28
Germany,2000,3317.38,14165.44,40.31,37.84,38.7,27.96,4413.05,0.16
China,2002,9329.7,25676.09,18.21,62.77,36.71,36.78,1919.4,0.13
Russia,2004,3110.05,12970.57,63.09,10.87,54.07,14.43,1899.52,0.39
Germany,2024,9404.28,45194.19,72.74,12.64,59.17,13.47,719.15,0.08
Japan,2016,2576.33,38436.09,9.03,27.9,34.19,39.99,4597.18,0.48
Canada,2007,3214.17,24903.79,88.91,72.24,31.78,34.78,3820.35,0.05
China,2016,6321.23,48290.13,64.25,21.84,50.8,30.92,1166.96,0.34
Germany,2008,7640.11,27564.39,32.32,79.79,37.99,21.97,3652.6,0.11
Brazil,2005,5063.74,16762.51,17.86,66.4,28.7,35.62,563.28,0.3
India,2016,8832.95,5225.63,38.37,41.93,27.24,37.68,2642.86,0.13
Japan,2007,498.38,27415.41,23.75,62.35,31.22,31.97,1308.62,0.07
Brazil,2020,9229.73,43090.62,47.0,46.32,20.05,21.94,4260.39,0.44
China,2006,2043.45,43402.58,71.46,49.62,57.66,27.51,2580.09,0.24
India,2006,8853.96,30426.07,61.11,50.65,37.21,12.96,4610.0,0.17
Japan,2014,4068.55,19975.2,42.05,55.41,23.31,14.74,2946.56,0.48
Canada,2006,8344.29,32689.67,15.11,14.25,26.6,33.49,2544.69,0.09
China,2021,6749.49,38225.95,86.36,53.15,32.93,10.88,3484.98,0.21
Japan,2007,1841.82,20875.43,27.98,60.19,42.07,11.48,3930.66,0.13
Germany,2008,9188.67,24074.58,28.62,31.75,48.15,25.24,125.53,0.5
Japan,2014,2530.62,34190.51,59.87,78.5,32.31,15.12,2635.3,0.3
China,2001,2516.99,43894.3,70.49,20.11,58.3,18.81,3889.8,0.42
UK,2006,8160.37,39655.01,88.65,73.73,50.41,21.96,2067.1,0.12
Germany,2014,1148.15,1608.37,87.38,57.35,53.03,25.67,273.34,0.19
Brazil,2017,2298.16,6656.43,82.67,56.5,32.95,18.51,136.89,0.33
China,2021,5086.41,42712.52,42.0,71.32,35.24,24.51,3979.56,0.13
UK,2017,8321.72,41774.23,19.17,68.22,41.52,21.12,1030.47,0.28
USA,2009,1560.09,19745.94,54.68,34.18,38.07,12.43,915.84,0.47
Canada,2021,5521.92,29421.76,6.47,59.38,30.4,36.01,1483.33,0.47
UK,2017,7141.28,45339.33,21.68,13.54,59.89,18.44,555.73,0.21
USA,2000,8619.89,45622.15,5.21,42.48,53.93,28.28,313.77,0.28
Russia,2006,9362.1,39263.1,20.35,75.64,29.52,27.09,4367.68,0.14
India,2002,7867.94,10874.65,45.35,29.19,55.7,15.98,1548.78,0.49
UK,2013,6563.0,36649.0,38.43,13.5,43.48,10.9,2932.84,0.28
Australia,2011,4392.84,5504.37,36.39,50.81,20.5,35.71,4296.11,0.14
Canada,2013,1209.89,44749.95,75.63,34.86,33.85,24.93,4888.43,0.43
UK,2003,7126.4,7882.87,62.37,36.58,21.03,22.43,3458.03,0.24
USA,2012,9928.1,33286.26,84.6,50.77,23.51,32.89,4753.31,0.34
Australia,2015,7393.93,30707.04,42.85,53.51,27.16,10.99,2146.43,0.43
Canada,2015,265.44,38956.53,28.14,40.61,39.38,32.96,3958.24,0.19
Australia,2021,5012.97,27803.09,15.43,45.53,35.25,22.27,4691.13,0.31
Germany,2004,6185.0,3448.55,62.12,79.53,25.96,26.55,313.14,0.08
USA,2019,6927.77,35439.39,76.55,77.0,35.78,32.57,1621.37,0.16
Japan,2024,7225.29,19466.15,20.62,59.51,32.17,26.4,3714.25,0.11
Germany,2005,5625.27,16354.11,79.69,21.3,36.41,11.85,1610.59,0.34
Canada,2005,2311.27,49587.84,49.73,35.2,26.89,31.86,134.31,0.16
Canada,2017,9427.79,29724.79,17.25,71.82,44.39,33.59,4044.77,0.39
China,2005,6997.0,35680.59,59.64,39.65,21.78,23.86,865.38,0.39
USA,2006,2444.72,26553.14,49.2,76.88,35.52,23.17,1638.3,0.4
Russia,2023,3290.99,38613.65,7.4,44.18,55.8,17.56,4557.35,0.11
Russia,2023,9227.08,37727.6,38.94,70.32,36.79,29.32,1083.86,0.29
Canada,2015,8886.1,33028.73,71.71,12.48,37.64,36.46,4479.06,0.36
Russia,2008,4110.95,49888.28,52.21,40.39,22.72,29.68,2141.61,0.2
India,2012,479.24,23259.78,28.97,59.02,44.21,33.14,4594.75,0.17
China,2011,580.12,35456.52,83.93,70.45,57.46,35.12,4390.42,0.37
Canada,2018,2910.79,39990.01,25.21,52.67,31.66,16.78,2105.46,0.21
Russia,2022,6328.31,19113.72,26.48,22.13,35.73,22.06,4613.27,0.16
USA,2022,5883.53,23130.16,35.14,72.01,43.53,23.08,3181.97,0.3
UK,2000,6374.9,48473.78,81.04,50.24,23.73,26.77,2404.29,0.33
Japan,2007,7201.1,2098.41,48.15,17.56,58.01,11.48,2676.92,0.4
Germany,2003,288.42,17097.13,62.99,42.47,38.7,27.65,363.34,0.07
Germany,2020,1140.35,24567.54,87.98,58.93,24.6,12.66,4047.58,0.13
India,2021,3658.89,572.52,71.58,41.57,33.41,34.2,1497.71,0.4
Australia,2018,1633.11,45006.79,19.67,70.96,34.95,38.89,1387.33,0.29
USA,2020,845.67,14669.1,72.01,39.66,33.82,18.69,3591.22,0.41
Australia,2004,6445.55,13256.39,68.61,50.84,47.73,25.2,1885.5,0.25
China,2016,8171.83,41106.15,24.77,24.78,33.82,34.7,2595.11,0.26
Japan,2002,7551.0,14260.17,32.65,45.89,32.95,19.44,2136.79,0.22
China,2018,8188.69,33052.32,65.36,25.6,32.88,14.73,2547.95,0.36
Canada,2000,6691.98,41164.41,25.26,25.76,51.11,32.17,1149.76,0.32
USA,2022,7379.92,39727.6,22.7,29.59,32.34,30.95,4430.43,0.23
Canada,2000,2790.61,39206.56,64.8,13.09,20.56,27.1,3070.37,0.13
Brazil,2022,9930.78,4887.56,79.85,21.43,34.62,38.33,1206.86,0.05
Russia,2019,1913.34,4452.42,11.38,39.71,31.13,38.65,503.12,0.09
Germany,2008,2223.49,15685.12,42.9,19.17,56.36,35.85,2700.57,0.1
UK,2022,2960.33,2279.42,56.61,19.34,39.12,18.79,2367.19,0.31
Canada,2004,9755.79,25271.27,62.48,77.76,29.38,16.76,4665.83,0.39
Australia,2006,9884.06,20041.71,89.68,39.9,59.26,35.07,1191.97,0.26
Brazil,2024,7969.45,28072.78,63.03,38.26,29.87,29.54,4413.95,0.24
Germany,2005,6327.67,15290.03,57.71,28.74,50.52,21.88,3844.15,0.11
Canada,2016,5248.62,24544.82,89.13,45.87,45.98,22.29,2408.7,0.46
Brazil,2021,9709.15,17069.87,10.16,51.72,38.49,35.6,4375.17,0.38
Brazil,2016,6986.67,10162.8,11.33,39.27,36.23,14.9,4316.3,0.24
USA,2012,9452.83,32643.65,52.66,37.57,54.9,38.32,3586.39,0.09
China,2011,3233.85,33835.08,35.49,59.03,39.0,29.0,552.68,0.43
Brazil,2003,3404.37,41546.97,13.22,76.48,35.01,33.74,842.95,0.13
India,2007,8561.77,43800.21,31.05,71.45,34.17,21.13,2978.42,0.35
China,2004,1583.56,35370.86,62.32,18.3,31.03,27.61,1264.83,0.2
Germany,2004,9464.69,34531.16,79.85,55.66,36.36,32.5,2778.28,0.44
Germany,2012,5124.0,3305.45,13.02,10.49,24.8,23.05,2825.88,0.31
Germany,2010,9271.5,5934.07,50.91,54.32,22.6,24.64,2956.12,0.15
Germany,2007,3434.25,40721.85,30.17,42.5,41.66,27.46,2870.72,0.06
India,2007,7187.99,12031.09,61.72,44.38,38.17,11.9,1927.33,0.15
Canada,2000,4880.46,18100.47,51.7,51.16,26.94,35.9,1090.71,0.21
Japan,2012,6305.36,7692.22,83.77,61.99,24.27,36.0,2616.79,0.37
Brazil,2004,5093.29,10160.02,8.2,61.06,25.73,18.44,2501.06,0.15
Germany,2020,9674.44,38883.15,44.95,13.11,32.61,36.39,1412.21,0.17
China,2007,6951.84,13462.05,21.38,61.55,38.06,32.36,303.36,0.25
China,2016,2588.06,22727.23,50.63,68.09,27.73,24.5,1067.57,0.07
Brazil,2022,9105.8,8007.73,77.55,14.77,50.22,20.43,2776.37,0.4
Canada,2022,3010.89,34057.53,82.46,32.61,27.73,21.98,2701.32,0.09
UK,2012,3778.89,36549.35,38.85,65.44,24.97,26.03,711.52,0.38
UK,2008,1111.02,18403.77,74.0,44.52,59.78,22.38,3049.96,0.17
Japan,2001,9009.67,39344.96,28.84,58.64,37.91,22.61,2142.12,0.26
Canada,2018,2932.51,12375.38,5.54,45.16,26.8,16.09,3285.67,0.23
Brazil,2019,2663.28,34749.24,77.7,78.48,55.78,31.23,4445.63,0.16
UK,2016,9210.6,36633.25,15.15,75.53,29.24,28.29,1577.31,0.17
UK,2006,8074.72,48448.54,6.5,29.68,57.02,39.76,1769.17,0.48
UK,2002,1496.68,11999.92,35.07,37.01,24.76,14.24,3400.23,0.19
Australia,2018,7716.31,5138.67,37.25,40.19,53.67,13.41,4748.32,0.13
India,2018,9139.03,13520.25,11.56,17.29,27.37,25.48,2456.31,0.16
Brazil,2023,877.26,6581.68,74.21,38.29,57.53,14.56,887.97,0.36
Russia,2008,8269.63,8899.87,39.48,64.24,42.97,28.32,4678.28,0.19
USA,2009,5519.46,17038.67,46.64,69.28,27.6,15.88,2375.4,0.13
USA,2013,6725.05,20992.54,27.49,72.03,53.79,24.49,2330.46,0.24
Canada,2017,4979.26,45234.35,48.48,11.02,35.62,28.34,2722.05,0.1
Brazil,2014,7008.25,10182.98,70.17,65.22,49.31,23.74,1299.9,0.23
Brazil,2000,437.57,48602.07,82.03,45.18,45.74,19.6,3934.23,0.44
USA,2024,7650.8,40602.58,87.5,24.43,48.57,33.47,3223.17,0.22
Japan,2005,430.1,44132.83,41.27,44.91,33.75,35.64,4776.61,0.28
USA,2014,4607.47,46507.48,89.15,69.1,57.55,18.34,1059.25,0.41
Brazil,2024,1594.55,37785.44,30.07,40.4,42.39,34.4,3114.72,0.28
UK,2005,8253.39,39544.6,5.59,79.33,23.1,21.75,2607.34,0.07
Japan,2017,3205.24,22172.01,70.25,53.17,22.67,24.63,4479.03,0.15
Germany,2000,4595.53,25767.29,20.17,44.28,49.53,16.95,200.32,0.45
Russia,2023,4344.63,46658.03,9.46,30.64,54.0,28.77,3815.96,0.41
Australia,2002,7747.77,19223.67,83.54,10.77,47.81,13.03,3134.15,0.39
India,2016,4863.33,2576.38,72.3,52.74,31.1,27.75,3057.37,0.3
Germany,2015,7910.69,38256.34,13.73,50.42,29.04,39.69,4382.84,0.21
China,2007,827.73,28871.3,71.04,46.18,42.62,32.6,2969.5,0.36
USA,2016,1996.78,40836.36,76.74,47.64,27.87,36.85,3593.82,0.35
Russia,2007,5560.19,4239.79,81.95,69.05,35.16,23.93,3246.25,0.34
USA,2016,9476.17,31250.98,51.21,32.18,45.15,14.26,394.05,0.28
USA,2024,840.1,12761.44,64.79,48.52,31.4,18.65,608.51,0.17
Germany,2008,526.53,45211.8,69.79,57.6,35.02,11.47,1725.56,0.25
UK,2011,1649.85,5940.54,63.53,24.69,34.42,25.05,3394.72,0.28
UK,2024,6447.42,42231.93,59.98,74.74,38.42,29.49,180.92,0.15
Australia,2018,4050.03,4883.44,51.54,61.6,46.97,22.73,3874.35,0.15
Japan,2003,8272.97,1742.32,45.73,13.73,51.29,26.9,1054.9,0.41
USA,2020,812.14,12135.44,89.67,70.56,46.6,19.62,2819.62,0.19
Canada,2021,2044.5,16985.7,33.69,75.09,21.05,12.58,1045.73,0.49
UK,2024,3070.26,31513.17,12.5,65.56,55.87,22.96,921.04,0.25
Brazil,2010,6304.63,7020.37,70.03,39.84,43.25,26.43,1704.25,0.32
Russia,2003,6883.21,22147.83,23.18,79.61,56.81,39.48,4611.47,0.28
Canada,2013,1329.61,10611.05,50.28,18.71,58.55,20.42,1227.33,0.27
Germany,2013,9443.67,42837.51,13.14,47.56,38.71,30.33,290.19,0.45
Germany,2005,3476.34,2725.84,57.64,21.93,56.65,34.68,4417.11,0.09
Australia,2016,7160.37,18118.92,85.24,40.75,34.62,20.06,2222.71,0.21
Australia,2001,5289.66,31753.02,66.43,74.92,30.42,37.9,3124.23,0.18
Japan,2007,2305.31,45697.86,23.24,65.6,22.95,20.16,4434.6,0.2
Brazil,2003,8477.66,43465.67,87.55,64.75,38.07,39.09,3790.47,0.46
Russia,2009,8200.56,44812.0,31.1,34.77,47.55,10.06,3992.7,0.08
Brazil,2006,4021.11,3611.24,42.11,75.4,59.07,29.03,2426.46,0.18
China,2003,5927.22,42125.7,47.34,35.78,40.85,33.7,3452.34,0.38
Australia,2015,2652.47,39105.67,89.21,12.8,49.38,18.4,4820.64,0.16
Japan,2013,6929.53,45170.37,10.86,54.65,55.85,13.51,4454.46,0.42
India,2015,3159.37,15923.03,64.22,35.39,41.73,10.73,3081.52,0.2
USA,2024,8456.38,45632.37,35.76,20.76,26.67,12.23,472.59,0.1
USA,2008,2252.11,20430.73,11.66,75.43,53.93,26.29,4899.52,0.28
India,2003,246.55,31887.93,84.48,54.61,42.97,35.18,1166.16,0.28
UK,2023,2758.23,21496.86,55.14,75.84,50.34,11.89,1835.75,0.07
Brazil,2005,1991.42,21668.6,69.05,50.81,46.34,13.4,744.75,0.37
India,2000,5132.04,27558.53,25.43,14.47,22.44,10.15,874.74,0.11
Japan,2006,2116.66,18118.37,69.73,12.1,26.76,18.47,3989.1,0.15
Russia,2000,7655.58,39740.48,75.42,73.04,31.45,37.64,684.93,0.3
India,2018,2489.57,31865.12,41.62,12.71,31.39,18.29,987.41,0.45
Japan,2007,7098.98,34642.91,53.62,53.06,53.57,23.22,898.88,0.06
Australia,2024,5826.86,11936.22,87.61,30.86,43.93,15.37,1882.42,0.42
Canada,2002,9863.87,48493.98,76.97,58.14,23.34,13.49,3488.7,0.39
Germany,2000,9999.02,33178.72,42.81,29.93,35.49,15.47,3236.99,0.12
Germany,2000,8708.31,10261.2,61.49,12.61,42.25,16.31,3637.24,0.22
China,2006,7623.84,37649.27,71.66,61.16,30.06,13.91,3647.72,0.46
Brazil,2020,3925.92,9098.85,7.07,31.76,21.59,33.75,64.85,0.12
Russia,2012,7557.44,3637.55,55.01,48.56,35.21,24.32,3438.47,0.1
Canada,2000,9571.09,26613.89,88.68,64.17,38.45,26.19,3438.63,0.38
Canada,2015,331.44,27899.44,85.51,59.2,56.19,21.24,357.45,0.26
Australia,2021,5425.36,9853.8,75.76,34.4,56.33,16.32,2164.25,0.18
India,2021,2258.18,17744.76,14.03,62.35,40.02,12.82,439.3,0.13
Brazil,2013,5622.98,47315.58,89.49,74.8,38.86,12.28,994.61,0.38
USA,2003,4717.83,14607.66,56.81,52.7,45.62,15.55,2474.27,0.25
Canada,2022,5800.11,8200.62,23.95,59.25,30.32,35.51,109.46,0.16
Japan,2022,5554.53,49631.82,62.31,70.61,31.43,16.5,520.25,0.47
USA,2011,9605.06,15464.12,77.8,69.05,20.1,20.64,470.36,0.3
China,2024,5566.64,34172.56,14.55,34.61,23.13,27.18,666.49,0.21
India,2011,8477.7,11962.23,82.9,79.42,27.14,25.34,296.42,0.37
India,2016,3266.22,27731.0,83.22,12.0,45.62,29.97,3079.78,0.27
Russia,2020,4437.2,19620.96,6.14,79.07,28.51,15.83,934.05,0.05
Canada,2014,4757.09,48098.17,81.53,27.22,24.96,25.72,4319.88,0.43
Australia,2009,2859.41,21923.89,85.48,40.83,44.65,33.03,4429.76,0.08
UK,2002,3859.92,29416.62,8.2,71.86,46.07,21.63,3470.62,0.5
UK,2022,6025.28,47265.93,30.0,27.1,22.39,39.16,371.53,0.21
Germany,2019,5843.86,49467.1,36.71,25.73,50.92,27.34,4463.44,0.29
Japan,2019,6400.71,5532.09,34.66,55.02,44.25,30.24,2122.49,0.5
USA,2011,3583.0,41798.88,69.52,59.38,35.88,23.77,946.52,0.17
China,2000,3226.73,19414.77,35.44,10.52,59.33,35.74,3904.95,0.26
Germany,2000,6155.02,29944.02,86.31,41.53,20.41,23.54,1766.13,0.39
India,2009,1415.33,19064.88,89.57,44.24,41.79,38.27,2555.06,0.26
USA,2017,2605.01,20355.25,31.93,29.03,26.39,19.22,3728.05,0.2
Brazil,2014,517.06,8363.45,48.25,48.23,33.17,35.97,550.55,0.1
Canada,2001,818.85,28851.94,52.4,20.82,25.33,29.18,889.29,0.28
China,2016,2509.49,27562.44,54.25,32.65,46.73,33.97,4844.37,0.3
Brazil,2007,293.34,9873.11,36.81,59.93,36.06,11.13,3582.05,0.15
Australia,2021,2529.56,27315.66,19.11,71.17,59.45,18.32,1194.07,0.2
Canada,2021,6584.27,48668.54,9.64,51.26,46.15,35.41,2890.24,0.18
USA,2008,704.96,35863.23,14.04,15.24,56.69,19.55,980.54,0.24
Canada,2020,4423.69,24308.64,81.61,57.51,29.63,31.38,4334.04,0.41
Germany,2019,9139.78,45846.16,28.83,72.83,32.75,39.77,2270.65,0.2
Russia,2010,7933.72,28978.06,11.53,45.3,34.51,15.32,4044.01,0.17
Germany,2005,3123.83,7184.88,58.0,44.56,53.54,22.53,4860.98,0.43
Australia,2023,9255.57,27601.73,11.4,79.4,28.47,14.95,4905.33,0.41
Japan,2013,3363.5,9458.17,10.95,54.54,57.87,14.63,731.2,0.41
Brazil,2000,817.9,38491.49,57.83,66.42,21.74,28.99,4726.79,0.38
Germany,2006,9941.15,48375.12,55.27,55.25,55.59,15.74,1387.93,0.45
Russia,2023,8713.22,18360.52,8.53,25.46,38.06,24.48,1830.13,0.37
Japan,2008,4712.73,22028.44,44.14,29.89,41.04,39.34,361.81,0.13
Germany,2010,6697.13,21364.08,42.04,56.6,59.9,19.99,3245.71,0.06
India,2023,6745.16,14622.35,51.47,41.92,54.8,36.21,3238.38,0.13
Russia,2022,2025.37,39811.91,67.72,38.3,56.16,21.89,3896.34,0.21
Brazil,2015,2080.48,31077.55,29.04,11.57,43.42,17.89,4733.99,0.07
China,2018,4748.85,3670.55,41.79,71.91,58.25,20.09,2169.42,0.39
UK,2001,9124.57,42020.91,72.38,71.91,47.51,13.83,2066.8,0.34
Japan,2014,198.94,9760.87,83.42,42.27,52.77,30.37,3213.62,0.37
India,2002,7846.81,48967.98,80.76,59.05,48.84,25.27,3353.68,0.09
China,2003,669.52,19144.83,45.6,22.45,51.24,28.41,2253.95,0.2
